File Name                     	['་འི་  ', '་འི་_original']	['་ས་   ', '་ས་_original']	['་ར་   ', '་ར་_original']	['་འི།  ', '་འི།_original']	['་ས།   ', '་ས།_original']	['་ར།   ', '་ར།_original']
TMW5F4_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0727-bo.txt                 	['0     ', '0     ']	['75    ', '75    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0805-bo.txt                 	['0     ', '0     ']	['114   ', '114   ']	['40    ', '40    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4919-bo.txt                 	['1     ', '1     ']	['89    ', '89    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMS4JT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3140-bo.txt                 	['0     ', '0     ']	['108   ', '108   ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMW50O_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM1QS8_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNLT8_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7IAZ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2237-bo.txt                 	['0     ', '0     ']	['22    ', '22    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0746-bo.txt                 	['48    ', '48    ']	['12    ', '12    ']	['25    ', '25    ']	['2     ', '2     ']	['2     ', '2     ']	['2     ', '2     ']
TMEUOP_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBPE8_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMHPMY_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4880-bo.txt                 	['0     ', '0     ']	['7     ', '7     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2960-bo.txt                 	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0676-bo.txt                 	['0     ', '0     ']	['48    ', '48    ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4518-bo.txt                 	['0     ', '0     ']	['29    ', '29    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMtoh311_84000-bo.txt         	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0855-bo.txt                 	['171   ', '171   ']	['179   ', '179   ']	['128   ', '128   ']	['3     ', '3     ']	['60    ', '60    ']	['0     ', '0     ']
TMWJM5_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9PGL_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7S68_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3MTZ_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0504-bo.txt                 	['432   ', '432   ']	['234   ', '234   ']	['247   ', '247   ']	['8     ', '8     ']	['9     ', '9     ']	['6     ', '6     ']
TMMGKA_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7UAM_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMF3U1_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMMHX2_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0010-bo.txt                 	['77    ', '77    ']	['108   ', '108   ']	['50    ', '50    ']	['0     ', '0     ']	['4     ', '4     ']	['1     ', '1     ']
TM0459-bo.txt                 	['0     ', '0     ']	['849   ', '849   ']	['55    ', '55    ']	['0     ', '0     ']	['1     ', '1     ']	['2     ', '2     ']
TMK0J1_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2002-bo.txt                 	['0     ', '0     ']	['164   ', '164   ']	['15    ', '15    ']	['0     ', '0     ']	['8     ', '8     ']	['7     ', '7     ']
TMUB3N_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9N9K_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM86FW_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDW14_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3077-bo.txt                 	['0     ', '0     ']	['26    ', '26    ']	['4     ', '4     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM1FO7_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM6XDI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0762-bo.txt                 	['138   ', '138   ']	['105   ', '105   ']	['36    ', '36    ']	['1     ', '1     ']	['10    ', '10    ']	['2     ', '2     ']
TMCSJC_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM6LRI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMQSYU_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMXRP6_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2K93_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMP355_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0081-bo.txt                 	['0     ', '0     ']	['13    ', '13    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM316G_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMAQ6F_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMURH1_LH-bo.txt              	['0     ', '0     ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMI1RV_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMT3ZN_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2043-bo.txt                 	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMMCVO_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7148-bo.txt                 	['0     ', '0     ']	['45    ', '45    ']	['5     ', '5     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM0811-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM2203-bo.txt                 	['0     ', '0     ']	['12    ', '12    ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMCPU5_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7871-bo.txt                 	['0     ', '0     ']	['7     ', '7     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0JHB_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0376-bo.txt                 	['0     ', '0     ']	['124   ', '124   ']	['44    ', '44    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TMPH7A_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2903-bo.txt                 	['0     ', '0     ']	['54    ', '54    ']	['23    ', '23    ']	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']
TM4559-bo.txt                 	['0     ', '0     ']	['39    ', '39    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8EZQ_LH-bo.txt              	['0     ', '0     ']	['13    ', '13    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMVF7M_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMSMGS_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM51MR_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3076-bo.txt                 	['337   ', '337   ']	['393   ', '393   ']	['176   ', '176   ']	['8     ', '8     ']	['34    ', '34    ']	['14    ', '14    ']
TMRNQQ_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMA5KO_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2IN5_LH-bo.txt              	['1     ', '1     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1222-bo.txt                 	['0     ', '0     ']	['34    ', '34    ']	['19    ', '19    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0687-bo.txt                 	['0     ', '0     ']	['57    ', '57    ']	['12    ', '12    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMHB9I_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4241-bo.txt                 	['0     ', '0     ']	['11    ', '11    ']	['22    ', '22    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3054-bo.txt                 	['0     ', '0     ']	['66    ', '66    ']	['11    ', '11    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM0012-bo.txt                 	['91    ', '91    ']	['49    ', '49    ']	['28    ', '28    ']	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']
TMY5UZ_LH-bo.txt              	['0     ', '0     ']	['10    ', '10    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM4910-bo.txt                 	['0     ', '0     ']	['9     ', '9     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0019-bo.txt                 	['0     ', '0     ']	['82    ', '82    ']	['12    ', '12    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBP07_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMGL26_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2036-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0695-bo.txt                 	['0     ', '0     ']	['2     ', '2     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0702-bo.txt                 	['555   ', '555   ']	['237   ', '237   ']	['956   ', '956   ']	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']
TM0080-bo.txt                 	['507   ', '507   ']	['251   ', '251   ']	['116   ', '116   ']	['0     ', '0     ']	['7     ', '7     ']	['2     ', '2     ']
TMRN26_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZDO0_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4918-bo.txt                 	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3143-bo.txt                 	['0     ', '0     ']	['31    ', '31    ']	['1     ', '1     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TMHDUT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMYGTK_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0796-bo.txt                 	['1     ', '1     ']	['58    ', '58    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0568-bo.txt                 	['0     ', '0     ']	['28    ', '28    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0160-bo.txt                 	['1     ', '1     ']	['38    ', '38    ']	['11    ', '11    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMOZPB_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2933-bo.txt                 	['0     ', '0     ']	['48    ', '48    ']	['12    ', '12    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMKGKI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2941-bo.txt                 	['0     ', '0     ']	['113   ', '113   ']	['28    ', '28    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3145-bo.txt                 	['0     ', '0     ']	['19    ', '19    ']	['15    ', '15    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMD690_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1853-bo.txt                 	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM21DV_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4DKF_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMVRZP_LH-bo.txt              	['0     ', '0     ']	['9     ', '9     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8UCY_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJJZF_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2130-bo.txt                 	['0     ', '0     ']	['32    ', '32    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4666-bo.txt                 	['0     ', '0     ']	['18    ', '18    ']	['26    ', '26    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0685-bo.txt                 	['0     ', '0     ']	['45    ', '45    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0704-bo.txt                 	['7     ', '7     ']	['230   ', '230   ']	['8     ', '8     ']	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']
TMYRFV_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']
TMQ3R6_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM6Y23_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMY6AP_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
